Filename,Split,Class,Width,Height,Aspect_Ratio,Pixels
1-1-_jpg.rf.eebf0e87892957114c91ca6a3ced8e50.jpg,train,demodicosis,640,640,1.0,409600
1-10-_jpg.rf.d8877fd2d14646b426b4216b8fc8f9eb.jpg,train,demodicosis,640,640,1.0,409600
1-11-_jpg.rf.b6f0675e7595cdfab226b33a33e0232d.jpg,train,demodicosis,640,640,1.0,409600
1-11-_png_jpg.rf.f60e4f582d58a9cb0269c1553d6efd56.jpg,train,demodicosis,640,640,1.0,409600
1-12-_png_jpg.rf.4bb7a154788da5322007dd8cd194e7e3.jpg,train,demodicosis,640,640,1.0,409600
1-2-_jpg.rf.9341f5ab37b3a34fdf00ebd64a34cae9.jpg,train,demodicosis,640,640,1.0,409600
1-2-_png_jpg.rf.134c8ef898e542e394afd5571e915a22.jpg,train,demodicosis,640,640,1.0,409600
1-2-_png_jpg.rf.b11c714d298f1c3537a49236f31fa0b9.jpg,train,demodicosis,640,640,1.0,409600
1-24-_png_jpg.rf.9356779e32b0fc646e36e143ad4d188e.jpg,train,demodicosis,640,640,1.0,409600
1-24-_png_jpg.rf.c7643eb9c0e5ffe8c862accb81e6b4e7.jpg,train,demodicosis,640,640,1.0,409600
1-25-_png_jpg.rf.ddd9c0ebbc05bc2e51bf85fe8b031a1e.jpg,train,demodicosis,640,640,1.0,409600
1-26-_png_jpg.rf.0cf1cd85d5004e8980ef0f33d431b45b.jpg,train,demodicosis,640,640,1.0,409600
1-27-_png_jpg.rf.3ce8dfd5a894d6d2dbe9a98d9632031b.jpg,train,demodicosis,640,640,1.0,409600
1-3-_jpg.rf.039ccea01b468097dbec8cc06de6b4f5.jpg,train,demodicosis,640,640,1.0,409600
1-30-_png_jpg.rf.e10a963e7fb4d7465068d2ff2df0fc29.jpg,train,demodicosis,640,640,1.0,409600
1-31-_png_jpg.rf.8735cc86198474386cd5e7354343477c.jpg,train,demodicosis,640,640,1.0,409600
1-32-_png_jpg.rf.45e4909e5650aaae422abd75ea15d854.jpg,train,demodicosis,640,640,1.0,409600
1-38-_png_jpg.rf.c7095b757bbd6af3a1585dc0078d315a.jpg,train,demodicosis,640,640,1.0,409600
1-39-_png_jpg.rf.2b4f2a69db8d1a6b317425862f36eaf9.jpg,train,demodicosis,640,640,1.0,409600
1-39-_png_jpg.rf.9fed3b77222b06a779f34cff8ac4dce6.jpg,train,demodicosis,640,640,1.0,409600
1-4-_png_jpg.rf.6122edc10267d48470a9291b295821ce.jpg,train,demodicosis,640,640,1.0,409600
1-42-_png_jpg.rf.8a3bd6ef97b31e285a079eeedcdcd8e3.jpg,train,demodicosis,640,640,1.0,409600
1-42-_png_jpg.rf.ffe3904d8ae7afd039f17d9a3c4942cc.jpg,train,demodicosis,640,640,1.0,409600
1-46-_png_jpg.rf.b4b210cad708e96b7e752f4df74dba42.jpg,train,demodicosis,640,640,1.0,409600
1-46-_png_jpg.rf.c366282d653f58450a7ea409688dffeb.jpg,train,demodicosis,640,640,1.0,409600
1-49-_png_jpg.rf.6528e9d73dcf901bc50e618a60ac3c3d.jpg,train,demodicosis,640,640,1.0,409600
1-5-_png_jpg.rf.3284861b84bb48631d60908744a15e88.jpg,train,demodicosis,640,640,1.0,409600
1-51-_png_jpg.rf.5a0668a196e841047ab3cc325d5f2ed2.jpg,train,demodicosis,640,640,1.0,409600
1-51-_png_jpg.rf.b9be12b35b94b0272febcfbf6619ace7.jpg,train,demodicosis,640,640,1.0,409600
1-52-_png_jpg.rf.13a26b9bb9f76955349dfaf3ff0aed3a.jpg,train,demodicosis,640,640,1.0,409600
1-57-_png_jpg.rf.feacd4a4bdc8c73d0b9fb070bf2a7859.jpg,train,demodicosis,640,640,1.0,409600
1-59-_png_jpg.rf.039be75058531dd2d490177def28fdce.jpg,train,demodicosis,640,640,1.0,409600
1-6-_jpg.rf.6689fda3162a1a8fa46db5be4d2ac652.jpg,train,demodicosis,640,640,1.0,409600
1-6-_png_jpg.rf.dde95db3cfc145101af4ef71d4f3c362.jpg,train,demodicosis,640,640,1.0,409600
1-61-_png_jpg.rf.f566c509106054803557ca6f03942824.jpg,train,demodicosis,640,640,1.0,409600
1-63-_png_jpg.rf.8fa644ed9518b13adc73b78d62cc76e9.jpg,train,demodicosis,640,640,1.0,409600
1-65-_png_jpg.rf.525de2d6898ef7cc167f774926757575.jpg,train,demodicosis,640,640,1.0,409600
1-66-_png_jpg.rf.a16dd83df8a65b0dd418664da3e3ec64.jpg,train,demodicosis,640,640,1.0,409600
