Filename,Split,Class,Width,Height,Aspect_Ratio,Pixels
1-1-_jpg.rf.eebf0e87892957114c91ca6a3ced8e50.jpg,train,demodicosis,640,640,1.0,409600
1-10-_jpg.rf.d8877fd2d14646b426b4216b8fc8f9eb.jpg,train,demodicosis,640,640,1.0,409600
1-10-_png_jpg.rf.2dc165ea07aef1847abdab2524e97b27.jpg,train,demodicosis,640,640,1.0,409600
1-10-_png_jpg.rf.52d5ab90bb3854c1af5206e5aed04c9f.jpg,train,demodicosis,640,640,1.0,409600
1-11-_jpg.rf.643953b45247b42350cefdcc1945c00c.jpg,train,demodicosis,640,640,1.0,409600
1-11-_jpg.rf.b6f0675e7595cdfab226b33a33e0232d.jpg,train,demodicosis,640,640,1.0,409600
1-11-_png_jpg.rf.f60e4f582d58a9cb0269c1553d6efd56.jpg,train,demodicosis,640,640,1.0,409600
1-12-_jpg.rf.3ad55b19d283c4c3f5c9fb07af1f553a.jpg,train,demodicosis,640,640,1.0,409600
1-12-_jpg.rf.79a14b675def8cb1dbd709ac23af91f4.jpg,train,demodicosis,640,640,1.0,409600
1-12-_png_jpg.rf.4bb7a154788da5322007dd8cd194e7e3.jpg,train,demodicosis,640,640,1.0,409600
1-12-_png_jpg.rf.63e9aa674cb4c4caf3f01d686c85fc98.jpg,train,demodicosis,640,640,1.0,409600
1-12-_png_jpg.rf.f3feac45aa857a4979a2a8965024db4b.jpg,train,demodicosis,640,640,1.0,409600
1-13-_jpg.rf.30df2b8b786b4bcc24419f077ce9cf85.jpg,train,demodicosis,640,640,1.0,409600
1-13-_png_jpg.rf.bea90431983b7f66b6127e03f8166b1f.jpg,train,demodicosis,640,640,1.0,409600
1-14-_png_jpg.rf.4e5694c1519e5c601949e60b54125ae6.jpg,train,demodicosis,640,640,1.0,409600
1-14-_png_jpg.rf.8d34e1d23099ee7905cde44084f037e0.jpg,train,demodicosis,640,640,1.0,409600
1-14-_png_jpg.rf.bd7a2c3c58ebc8475863aa56e72039dc.jpg,train,demodicosis,640,640,1.0,409600
1-15-_png_jpg.rf.60dc283a95333b2e21b234f4f2968cd4.jpg,train,demodicosis,640,640,1.0,409600
1-15-_png_jpg.rf.ec602a0bc1b8b9e477b0b77d06398bae.jpg,train,demodicosis,640,640,1.0,409600
1-16-_png_jpg.rf.c23c02ac75cc472984fbf6f8385c16a5.jpg,train,demodicosis,640,640,1.0,409600
1-17-_png_jpg.rf.65b34beabfe611f872084e46959ad8e7.jpg,train,demodicosis,640,640,1.0,409600
1-18-_png_jpg.rf.2f173619b311ed292734f66999123b1b.jpg,train,demodicosis,640,640,1.0,409600
1-19-_png_jpg.rf.c2d4fcf6a761e919f65ee93f1287e7e0.jpg,train,demodicosis,640,640,1.0,409600
1-2-_jpg.rf.7a0f5033413fcf8dce4186561c525462.jpg,train,demodicosis,640,640,1.0,409600
1-2-_jpg.rf.9341f5ab37b3a34fdf00ebd64a34cae9.jpg,train,demodicosis,640,640,1.0,409600
1-2-_png_jpg.rf.134c8ef898e542e394afd5571e915a22.jpg,train,demodicosis,640,640,1.0,409600
1-2-_png_jpg.rf.33d914f72c7abaa27fd5d26dcfd2bc3a.jpg,train,demodicosis,640,640,1.0,409600
1-2-_png_jpg.rf.b11c714d298f1c3537a49236f31fa0b9.jpg,train,demodicosis,640,640,1.0,409600
1-23-_png_jpg.rf.249c419a6b65ae4ebebd45a90726ea52.jpg,train,demodicosis,640,640,1.0,409600
1-24-_png_jpg.rf.9356779e32b0fc646e36e143ad4d188e.jpg,train,demodicosis,640,640,1.0,409600
1-24-_png_jpg.rf.c7643eb9c0e5ffe8c862accb81e6b4e7.jpg,train,demodicosis,640,640,1.0,409600
1-25-_png_jpg.rf.b8f6a7850b54c36c98a7f6c98b3f289f.jpg,train,demodicosis,640,640,1.0,409600
1-25-_png_jpg.rf.ddd9c0ebbc05bc2e51bf85fe8b031a1e.jpg,train,demodicosis,640,640,1.0,409600
1-26-_png_jpg.rf.0cf1cd85d5004e8980ef0f33d431b45b.jpg,train,demodicosis,640,640,1.0,409600
1-26-_png_jpg.rf.e2ddf7b69cf6fc42e369ce760f696dae.jpg,train,demodicosis,640,640,1.0,409600
1-27-_png_jpg.rf.3ce8dfd5a894d6d2dbe9a98d9632031b.jpg,train,demodicosis,640,640,1.0,409600
1-27-_png_jpg.rf.5164c9bd1162ed44a0a13215cb450c20.jpg,train,demodicosis,640,640,1.0,409600
1-27-_png_jpg.rf.52bdbfc4b43a62981a3f9fe4fdba2e06.jpg,train,demodicosis,640,640,1.0,409600
